date,nav,scheme_code,scheme_name
24-10-2025,56.49000,120504,ICICI Pru Bluechip Fund - Direct - Growth
23-10-2025,56.56000,120504,ICICI Pru Bluechip Fund - Direct - Growth
20-10-2025,56.72000,120504,ICICI Pru Bluechip Fund - Direct - Growth
17-10-2025,56.69000,120504,ICICI Pru Bluechip Fund - Direct - Growth
16-10-2025,56.92000,120504,ICICI Pru Bluechip Fund - Direct - Growth
15-10-2025,56.66000,120504,ICICI Pru Bluechip Fund - Direct - Growth
14-10-2025,56.18000,120504,ICICI Pru Bluechip Fund - Direct - Growth
13-10-2025,56.43000,120504,ICICI Pru Bluechip Fund - Direct - Growth
10-10-2025,56.36000,120504,ICICI Pru Bluechip Fund - Direct - Growth
09-10-2025,56.34000,120504,ICICI Pru Bluechip Fund - Direct - Growth
08-10-2025,56.01000,120504,ICICI Pru Bluechip Fund - Direct - Growth
07-10-2025,56.40000,120504,ICICI Pru Bluechip Fund - Direct - Growth
06-10-2025,56.20000,120504,ICICI Pru Bluechip Fund - Direct - Growth
03-10-2025,55.70000,120504,ICICI Pru Bluechip Fund - Direct - Growth
01-10-2025,55.35000,120504,ICICI Pru Bluechip Fund - Direct - Growth
30-09-2025,55.01000,120504,ICICI Pru Bluechip Fund - Direct - Growth
26-09-2025,54.80000,120504,ICICI Pru Bluechip Fund - Direct - Growth
25-09-2025,55.84000,120504,ICICI Pru Bluechip Fund - Direct - Growth
24-09-2025,56.19000,120504,ICICI Pru Bluechip Fund - Direct - Growth
23-09-2025,56.64000,120504,ICICI Pru Bluechip Fund - Direct - Growth
22-09-2025,56.84000,120504,ICICI Pru Bluechip Fund - Direct - Growth
19-09-2025,57.18000,120504,ICICI Pru Bluechip Fund - Direct - Growth
18-09-2025,57.23000,120504,ICICI Pru Bluechip Fund - Direct - Growth
17-09-2025,57.19000,120504,ICICI Pru Bluechip Fund - Direct - Growth
16-09-2025,56.99000,120504,ICICI Pru Bluechip Fund - Direct - Growth
15-09-2025,56.54000,120504,ICICI Pru Bluechip Fund - Direct - Growth
12-09-2025,56.36000,120504,ICICI Pru Bluechip Fund - Direct - Growth
11-09-2025,56.24000,120504,ICICI Pru Bluechip Fund - Direct - Growth
10-09-2025,56.23000,120504,ICICI Pru Bluechip Fund - Direct - Growth
09-09-2025,55.74000,120504,ICICI Pru Bluechip Fund - Direct - Growth
08-09-2025,55.68000,120504,ICICI Pru Bluechip Fund - Direct - Growth
05-09-2025,55.60000,120504,ICICI Pru Bluechip Fund - Direct - Growth
04-09-2025,55.74000,120504,ICICI Pru Bluechip Fund - Direct - Growth
03-09-2025,56.00000,120504,ICICI Pru Bluechip Fund - Direct - Growth
02-09-2025,55.73000,120504,ICICI Pru Bluechip Fund - Direct - Growth
01-09-2025,55.78000,120504,ICICI Pru Bluechip Fund - Direct - Growth
31-08-2025,54.91000,120504,ICICI Pru Bluechip Fund - Direct - Growth
29-08-2025,54.91000,120504,ICICI Pru Bluechip Fund - Direct - Growth
28-08-2025,55.08000,120504,ICICI Pru Bluechip Fund - Direct - Growth
26-08-2025,55.65000,120504,ICICI Pru Bluechip Fund - Direct - Growth
25-08-2025,56.33000,120504,ICICI Pru Bluechip Fund - Direct - Growth
22-08-2025,56.38000,120504,ICICI Pru Bluechip Fund - Direct - Growth
21-08-2025,56.48000,120504,ICICI Pru Bluechip Fund - Direct - Growth
20-08-2025,56.58000,120504,ICICI Pru Bluechip Fund - Direct - Growth
19-08-2025,56.28000,120504,ICICI Pru Bluechip Fund - Direct - Growth
18-08-2025,55.92000,120504,ICICI Pru Bluechip Fund - Direct - Growth
14-08-2025,55.19000,120504,ICICI Pru Bluechip Fund - Direct - Growth
13-08-2025,55.27000,120504,ICICI Pru Bluechip Fund - Direct - Growth
12-08-2025,54.89000,120504,ICICI Pru Bluechip Fund - Direct - Growth
11-08-2025,55.07000,120504,ICICI Pru Bluechip Fund - Direct - Growth
08-08-2025,54.68000,120504,ICICI Pru Bluechip Fund - Direct - Growth
07-08-2025,55.26000,120504,ICICI Pru Bluechip Fund - Direct - Growth
06-08-2025,55.06000,120504,ICICI Pru Bluechip Fund - Direct - Growth
05-08-2025,55.59000,120504,ICICI Pru Bluechip Fund - Direct - Growth
04-08-2025,55.49000,120504,ICICI Pru Bluechip Fund - Direct - Growth
01-08-2025,54.99000,120504,ICICI Pru Bluechip Fund - Direct - Growth
31-07-2025,55.58000,120504,ICICI Pru Bluechip Fund - Direct - Growth
30-07-2025,55.89000,120504,ICICI Pru Bluechip Fund - Direct - Growth
29-07-2025,55.61000,120504,ICICI Pru Bluechip Fund - Direct - Growth
28-07-2025,55.07000,120504,ICICI Pru Bluechip Fund - Direct - Growth
25-07-2025,55.54000,120504,ICICI Pru Bluechip Fund - Direct - Growth
24-07-2025,56.23000,120504,ICICI Pru Bluechip Fund - Direct - Growth
23-07-2025,56.33000,120504,ICICI Pru Bluechip Fund - Direct - Growth
22-07-2025,56.17000,120504,ICICI Pru Bluechip Fund - Direct - Growth
21-07-2025,56.32000,120504,ICICI Pru Bluechip Fund - Direct - Growth
18-07-2025,55.90000,120504,ICICI Pru Bluechip Fund - Direct - Growth
17-07-2025,56.21000,120504,ICICI Pru Bluechip Fund - Direct - Growth
16-07-2025,56.12000,120504,ICICI Pru Bluechip Fund - Direct - Growth
15-07-2025,56.08000,120504,ICICI Pru Bluechip Fund - Direct - Growth
14-07-2025,55.68000,120504,ICICI Pru Bluechip Fund - Direct - Growth
11-07-2025,55.38000,120504,ICICI Pru Bluechip Fund - Direct - Growth
10-07-2025,55.88000,120504,ICICI Pru Bluechip Fund - Direct - Growth
09-07-2025,56.12000,120504,ICICI Pru Bluechip Fund - Direct - Growth
08-07-2025,56.06000,120504,ICICI Pru Bluechip Fund - Direct - Growth
07-07-2025,56.13000,120504,ICICI Pru Bluechip Fund - Direct - Growth
04-07-2025,56.37000,120504,ICICI Pru Bluechip Fund - Direct - Growth
03-07-2025,56.47000,120504,ICICI Pru Bluechip Fund - Direct - Growth
02-07-2025,56.49000,120504,ICICI Pru Bluechip Fund - Direct - Growth
01-07-2025,56.50000,120504,ICICI Pru Bluechip Fund - Direct - Growth
30-06-2025,56.83000,120504,ICICI Pru Bluechip Fund - Direct - Growth
27-06-2025,56.55000,120504,ICICI Pru Bluechip Fund - Direct - Growth
26-06-2025,56.18000,120504,ICICI Pru Bluechip Fund - Direct - Growth
25-06-2025,56.01000,120504,ICICI Pru Bluechip Fund - Direct - Growth
24-06-2025,55.63000,120504,ICICI Pru Bluechip Fund - Direct - Growth
23-06-2025,55.19000,120504,ICICI Pru Bluechip Fund - Direct - Growth
20-06-2025,55.11000,120504,ICICI Pru Bluechip Fund - Direct - Growth
19-06-2025,54.26000,120504,ICICI Pru Bluechip Fund - Direct - Growth
18-06-2025,54.99000,120504,ICICI Pru Bluechip Fund - Direct - Growth
17-06-2025,55.13000,120504,ICICI Pru Bluechip Fund - Direct - Growth
16-06-2025,55.28000,120504,ICICI Pru Bluechip Fund - Direct - Growth
13-06-2025,54.87000,120504,ICICI Pru Bluechip Fund - Direct - Growth
12-06-2025,54.94000,120504,ICICI Pru Bluechip Fund - Direct - Growth
11-06-2025,55.73000,120504,ICICI Pru Bluechip Fund - Direct - Growth
10-06-2025,55.88000,120504,ICICI Pru Bluechip Fund - Direct - Growth
09-06-2025,55.90000,120504,ICICI Pru Bluechip Fund - Direct - Growth
06-06-2025,55.37000,120504,ICICI Pru Bluechip Fund - Direct - Growth
05-06-2025,55.03000,120504,ICICI Pru Bluechip Fund - Direct - Growth
04-06-2025,54.69000,120504,ICICI Pru Bluechip Fund - Direct - Growth
03-06-2025,54.31000,120504,ICICI Pru Bluechip Fund - Direct - Growth
02-06-2025,54.30000,120504,ICICI Pru Bluechip Fund - Direct - Growth
31-05-2025,54.08000,120504,ICICI Pru Bluechip Fund - Direct - Growth
30-05-2025,54.08000,120504,ICICI Pru Bluechip Fund - Direct - Growth
29-05-2025,54.17000,120504,ICICI Pru Bluechip Fund - Direct - Growth
28-05-2025,53.91000,120504,ICICI Pru Bluechip Fund - Direct - Growth
27-05-2025,53.86000,120504,ICICI Pru Bluechip Fund - Direct - Growth
26-05-2025,53.72000,120504,ICICI Pru Bluechip Fund - Direct - Growth
23-05-2025,53.51000,120504,ICICI Pru Bluechip Fund - Direct - Growth
22-05-2025,53.33000,120504,ICICI Pru Bluechip Fund - Direct - Growth
21-05-2025,53.29000,120504,ICICI Pru Bluechip Fund - Direct - Growth
20-05-2025,52.83000,120504,ICICI Pru Bluechip Fund - Direct - Growth
19-05-2025,53.65000,120504,ICICI Pru Bluechip Fund - Direct - Growth
16-05-2025,53.57000,120504,ICICI Pru Bluechip Fund - Direct - Growth
15-05-2025,53.18000,120504,ICICI Pru Bluechip Fund - Direct - Growth
14-05-2025,52.76000,120504,ICICI Pru Bluechip Fund - Direct - Growth
13-05-2025,52.22000,120504,ICICI Pru Bluechip Fund - Direct - Growth
12-05-2025,52.09000,120504,ICICI Pru Bluechip Fund - Direct - Growth
09-05-2025,50.50000,120504,ICICI Pru Bluechip Fund - Direct - Growth
08-05-2025,50.61000,120504,ICICI Pru Bluechip Fund - Direct - Growth
07-05-2025,51.18000,120504,ICICI Pru Bluechip Fund - Direct - Growth
06-05-2025,50.65000,120504,ICICI Pru Bluechip Fund - Direct - Growth
05-05-2025,51.43000,120504,ICICI Pru Bluechip Fund - Direct - Growth
02-05-2025,50.87000,120504,ICICI Pru Bluechip Fund - Direct - Growth
30-04-2025,50.95000,120504,ICICI Pru Bluechip Fund - Direct - Growth
29-04-2025,51.12000,120504,ICICI Pru Bluechip Fund - Direct - Growth
28-04-2025,50.95000,120504,ICICI Pru Bluechip Fund - Direct - Growth
25-04-2025,50.39000,120504,ICICI Pru Bluechip Fund - Direct - Growth
24-04-2025,51.38000,120504,ICICI Pru Bluechip Fund - Direct - Growth
23-04-2025,51.55000,120504,ICICI Pru Bluechip Fund - Direct - Growth
22-04-2025,51.20000,120504,ICICI Pru Bluechip Fund - Direct - Growth
21-04-2025,50.88000,120504,ICICI Pru Bluechip Fund - Direct - Growth
17-04-2025,50.06000,120504,ICICI Pru Bluechip Fund - Direct - Growth
16-04-2025,49.72000,120504,ICICI Pru Bluechip Fund - Direct - Growth
15-04-2025,49.58000,120504,ICICI Pru Bluechip Fund - Direct - Growth
11-04-2025,48.11000,120504,ICICI Pru Bluechip Fund - Direct - Growth
09-04-2025,47.20000,120504,ICICI Pru Bluechip Fund - Direct - Growth
08-04-2025,47.57000,120504,ICICI Pru Bluechip Fund - Direct - Growth
07-04-2025,46.66000,120504,ICICI Pru Bluechip Fund - Direct - Growth
04-04-2025,48.20000,120504,ICICI Pru Bluechip Fund - Direct - Growth
03-04-2025,49.36000,120504,ICICI Pru Bluechip Fund - Direct - Growth
02-04-2025,49.53000,120504,ICICI Pru Bluechip Fund - Direct - Growth
01-04-2025,49.10000,120504,ICICI Pru Bluechip Fund - Direct - Growth
31-03-2025,49.69000,120504,ICICI Pru Bluechip Fund - Direct - Growth
28-03-2025,49.68000,120504,ICICI Pru Bluechip Fund - Direct - Growth
27-03-2025,49.83000,120504,ICICI Pru Bluechip Fund - Direct - Growth
26-03-2025,49.57000,120504,ICICI Pru Bluechip Fund - Direct - Growth
25-03-2025,49.83000,120504,ICICI Pru Bluechip Fund - Direct - Growth
24-03-2025,50.14000,120504,ICICI Pru Bluechip Fund - Direct - Growth
21-03-2025,49.61000,120504,ICICI Pru Bluechip Fund - Direct - Growth
20-03-2025,49.14000,120504,ICICI Pru Bluechip Fund - Direct - Growth
19-03-2025,48.91000,120504,ICICI Pru Bluechip Fund - Direct - Growth
18-03-2025,48.26000,120504,ICICI Pru Bluechip Fund - Direct - Growth
17-03-2025,47.37000,120504,ICICI Pru Bluechip Fund - Direct - Growth
13-03-2025,46.92000,120504,ICICI Pru Bluechip Fund - Direct - Growth
12-03-2025,47.11000,120504,ICICI Pru Bluechip Fund - Direct - Growth
11-03-2025,47.36000,120504,ICICI Pru Bluechip Fund - Direct - Growth
10-03-2025,47.02000,120504,ICICI Pru Bluechip Fund - Direct - Growth
07-03-2025,47.57000,120504,ICICI Pru Bluechip Fund - Direct - Growth
06-03-2025,47.76000,120504,ICICI Pru Bluechip Fund - Direct - Growth
05-03-2025,47.62000,120504,ICICI Pru Bluechip Fund - Direct - Growth
04-03-2025,46.62000,120504,ICICI Pru Bluechip Fund - Direct - Growth
03-03-2025,46.55000,120504,ICICI Pru Bluechip Fund - Direct - Growth
28-02-2025,46.23000,120504,ICICI Pru Bluechip Fund - Direct - Growth
27-02-2025,46.96000,120504,ICICI Pru Bluechip Fund - Direct - Growth
25-02-2025,47.29000,120504,ICICI Pru Bluechip Fund - Direct - Growth
24-02-2025,47.39000,120504,ICICI Pru Bluechip Fund - Direct - Growth
21-02-2025,47.80000,120504,ICICI Pru Bluechip Fund - Direct - Growth
20-02-2025,48.34000,120504,ICICI Pru Bluechip Fund - Direct - Growth
19-02-2025,47.94000,120504,ICICI Pru Bluechip Fund - Direct - Growth
18-02-2025,47.51000,120504,ICICI Pru Bluechip Fund - Direct - Growth
17-02-2025,47.52000,120504,ICICI Pru Bluechip Fund - Direct - Growth
14-02-2025,47.53000,120504,ICICI Pru Bluechip Fund - Direct - Growth
13-02-2025,48.50000,120504,ICICI Pru Bluechip Fund - Direct - Growth
12-02-2025,48.50000,120504,ICICI Pru Bluechip Fund - Direct - Growth
11-02-2025,48.67000,120504,ICICI Pru Bluechip Fund - Direct - Growth
10-02-2025,49.93000,120504,ICICI Pru Bluechip Fund - Direct - Growth
07-02-2025,50.92000,120504,ICICI Pru Bluechip Fund - Direct - Growth
06-02-2025,50.68000,120504,ICICI Pru Bluechip Fund - Direct - Growth
05-02-2025,51.13000,120504,ICICI Pru Bluechip Fund - Direct - Growth
04-02-2025,50.80000,120504,ICICI Pru Bluechip Fund - Direct - Growth
03-02-2025,50.30000,120504,ICICI Pru Bluechip Fund - Direct - Growth
31-01-2025,50.36000,120504,ICICI Pru Bluechip Fund - Direct - Growth
30-01-2025,49.74000,120504,ICICI Pru Bluechip Fund - Direct - Growth
29-01-2025,49.75000,120504,ICICI Pru Bluechip Fund - Direct - Growth
28-01-2025,48.41000,120504,ICICI Pru Bluechip Fund - Direct - Growth
27-01-2025,48.90000,120504,ICICI Pru Bluechip Fund - Direct - Growth
24-01-2025,50.13000,120504,ICICI Pru Bluechip Fund - Direct - Growth
23-01-2025,50.90000,120504,ICICI Pru Bluechip Fund - Direct - Growth
22-01-2025,50.06000,120504,ICICI Pru Bluechip Fund - Direct - Growth
21-01-2025,50.71000,120504,ICICI Pru Bluechip Fund - Direct - Growth
20-01-2025,51.87000,120504,ICICI Pru Bluechip Fund - Direct - Growth
17-01-2025,56.52000,120504,ICICI Pru Bluechip Fund - Direct - Growth
16-01-2025,56.72000,120504,ICICI Pru Bluechip Fund - Direct - Growth
15-01-2025,56.34000,120504,ICICI Pru Bluechip Fund - Direct - Growth
14-01-2025,56.12000,120504,ICICI Pru Bluechip Fund - Direct - Growth
13-01-2025,55.44000,120504,ICICI Pru Bluechip Fund - Direct - Growth
10-01-2025,57.60000,120504,ICICI Pru Bluechip Fund - Direct - Growth
09-01-2025,58.50000,120504,ICICI Pru Bluechip Fund - Direct - Growth
08-01-2025,59.05000,120504,ICICI Pru Bluechip Fund - Direct - Growth
07-01-2025,59.70000,120504,ICICI Pru Bluechip Fund - Direct - Growth
06-01-2025,59.37000,120504,ICICI Pru Bluechip Fund - Direct - Growth
03-01-2025,60.47000,120504,ICICI Pru Bluechip Fund - Direct - Growth
02-01-2025,60.65000,120504,ICICI Pru Bluechip Fund - Direct - Growth
01-01-2025,59.86000,120504,ICICI Pru Bluechip Fund - Direct - Growth
31-12-2024,59.79000,120504,ICICI Pru Bluechip Fund - Direct - Growth
30-12-2024,59.78000,120504,ICICI Pru Bluechip Fund - Direct - Growth
27-12-2024,59.55000,120504,ICICI Pru Bluechip Fund - Direct - Growth
26-12-2024,59.54000,120504,ICICI Pru Bluechip Fund - Direct - Growth
24-12-2024,59.49000,120504,ICICI Pru Bluechip Fund - Direct - Growth
